scientific_name,park_name,observations
Montia chamissoi,Great Smoky Mountains National Park,86
Montia chamissoi,Yellowstone National Park,226
Montia chamissoi,Yosemite National Park,140
Montia fontana,Bryce National Park,138
Montia fontana,Great Smoky Mountains National Park,59
Montia fontana,Yellowstone National Park,244
Montia fontana,Yosemite National Park,146
Montia linearis,Bryce National Park,99
Montia linearis,Great Smoky Mountains National Park,66
Montia linearis,Yellowstone National Park,252
Montia linearis,Yosemite National Park,167
Montia parvifolia,Bryce National Park,93
Montia parvifolia,Great Smoky Mountains National Park,92
Montia parvifolia,Yellowstone National Park,298
Montia parvifolia,Yosemite National Park,169
Morone chrysops,Bryce National Park,124
Morone chrysops,Great Smoky Mountains National Park,110
Morone chrysops,Yellowstone National Park,230
Morone chrysops,Yosemite National Park,111
Morus alba,Bryce National Park,106
Morus alba,Great Smoky Mountains National Park,49
Morus alba,Yellowstone National Park,231
Morus alba,Yosemite National Park,161
Morus rubra,Bryce National Park,76
Morus rubra,Great Smoky Mountains National Park,47
Morus rubra,Yellowstone National Park,266
Morus rubra,Yosemite National Park,159
Moxostoma carinatum,Bryce National Park,127
Moxostoma carinatum,Great Smoky Mountains National Park,79
Moxostoma carinatum,Yellowstone National Park,224
Moxostoma carinatum,Yosemite National Park,156
Moxostoma duquesnei,Bryce National Park,112
Moxostoma duquesnei,Great Smoky Mountains National Park,65
Moxostoma duquesnei,Yellowstone National Park,280
Moxostoma duquesnei,Yosemite National Park,154
Moxostoma erythrurum,Bryce National Park,84
Moxostoma erythrurum,Great Smoky Mountains National Park,73
Moxostoma erythrurum,Yellowstone National Park,246
Moxostoma erythrurum,Yosemite National Park,185
Moxostoma macrolepidotum,Bryce National Park,81
Moxostoma macrolepidotum,Great Smoky Mountains National Park,74
Moxostoma macrolepidotum,Yellowstone National Park,262
Moxostoma macrolepidotum,Yosemite National Park,146
Muhlenbergia andina,Bryce National Park,91
Muhlenbergia andina,Great Smoky Mountains National Park,75
Muhlenbergia andina,Yellowstone National Park,235
Muhlenbergia andina,Yosemite National Park,132
Muhlenbergia asperifolia,Bryce National Park,112
Muhlenbergia asperifolia,Great Smoky Mountains National Park,101
Muhlenbergia asperifolia,Yellowstone National Park,247
Muhlenbergia asperifolia,Yosemite National Park,130
Muhlenbergia capillaris,Bryce National Park,113
Muhlenbergia capillaris,Great Smoky Mountains National Park,106
Muhlenbergia capillaris,Yellowstone National Park,280
Muhlenbergia capillaris,Yosemite National Park,171
Muhlenbergia filiformis,Bryce National Park,97
Muhlenbergia filiformis,Great Smoky Mountains National Park,101
Muhlenbergia filiformis,Yellowstone National Park,268
Muhlenbergia filiformis,Yosemite National Park,136
Muhlenbergia frondosa,Bryce National Park,88
Muhlenbergia frondosa,Great Smoky Mountains National Park,69
Muhlenbergia frondosa,Yellowstone National Park,235
Muhlenbergia frondosa,Yosemite National Park,171
Muhlenbergia glomerata,Bryce National Park,93
Muhlenbergia glomerata,Great Smoky Mountains National Park,91
Muhlenbergia glomerata,Yellowstone National Park,245
Muhlenbergia glomerata,Yosemite National Park,166
Muhlenbergia mexicana,Bryce National Park,97
Muhlenbergia mexicana,Great Smoky Mountains National Park,54
Muhlenbergia mexicana,Yellowstone National Park,272
Muhlenbergia mexicana,Yosemite National Park,149
Muhlenbergia minutissima,Bryce National Park,110
Muhlenbergia minutissima,Great Smoky Mountains National Park,78
Muhlenbergia minutissima,Yellowstone National Park,234
Muhlenbergia minutissima,Yosemite National Park,143
Muhlenbergia montana,Bryce National Park,99
Muhlenbergia montana,Great Smoky Mountains National Park,76
Muhlenbergia montana,Yellowstone National Park,257
Muhlenbergia montana,Yosemite National Park,139
Muhlenbergia richardsonis,Bryce National Park,88
Muhlenbergia richardsonis,Great Smoky Mountains National Park,62
Muhlenbergia richardsonis,Yellowstone National Park,257
Muhlenbergia richardsonis,Yosemite National Park,141
Muhlenbergia rigens,Bryce National Park,106
Muhlenbergia rigens,Great Smoky Mountains National Park,87
Muhlenbergia rigens,Yellowstone National Park,239
Muhlenbergia rigens,Yosemite National Park,165
Muhlenbergia schreberi,Bryce National Park,102
Muhlenbergia schreberi,Great Smoky Mountains National Park,78
Muhlenbergia schreberi,Yellowstone National Park,268
Muhlenbergia schreberi,Yosemite National Park,136
Muhlenbergia sylvatica,Bryce National Park,90
Muhlenbergia sylvatica,Great Smoky Mountains National Park,57
Muhlenbergia sylvatica,Yellowstone National Park,235
Muhlenbergia sylvatica,Yosemite National Park,129
Muhlenbergia tenuiflora,Bryce National Park,103
Muhlenbergia tenuiflora,Great Smoky Mountains National Park,88
Muhlenbergia tenuiflora,Yellowstone National Park,219
Muhlenbergia tenuiflora,Yosemite National Park,160
Murdannia keisak,Bryce National Park,90
Murdannia keisak,Great Smoky Mountains National Park,103
Murdannia keisak,Yellowstone National Park,270
Murdannia keisak,Yosemite National Park,174
Mus musculus,Bryce National Park,101
Mus musculus,Great Smoky Mountains National Park,69
Mus musculus,Yellowstone National Park,262
Mus musculus,Yosemite National Park,144
Muscari botryoides,Bryce National Park,84
Muscari botryoides,Great Smoky Mountains National Park,85
Muscari botryoides,Yellowstone National Park,245
Muscari botryoides,Yosemite National Park,96
Muscari comosum,Bryce National Park,102
Muscari comosum,Great Smoky Mountains National Park,97
Muscari comosum,Yellowstone National Park,264
Muscari comosum,Yosemite National Park,137
Musineon divaricatum,Bryce National Park,76
Musineon divaricatum,Great Smoky Mountains National Park,83
Musineon divaricatum,Yellowstone National Park,223
Musineon divaricatum,Yosemite National Park,150
Mustela,Bryce National Park,94
Mustela,Great Smoky Mountains National Park,82
Mustela,Yellowstone National Park,234
Mustela,Yosemite National Park,130
Mustela erminea,Bryce National Park,121
Mustela erminea,Great Smoky Mountains National Park,80
Mustela erminea,Yellowstone National Park,248
Mustela erminea,Yosemite National Park,152
Mustela frenata,Bryce National Park,109
Mustela frenata,Great Smoky Mountains National Park,77
Mustela frenata,Yellowstone National Park,252
Mustela frenata,Yosemite National Park,123
Mustela nivalis,Bryce National Park,96
Mustela nivalis,Great Smoky Mountains National Park,75
Mustela nivalis,Yellowstone National Park,209
Mustela nivalis,Yosemite National Park,155
Mustela vison,Bryce National Park,88
Mustela vison,Great Smoky Mountains National Park,66
Mustela vison,Yellowstone National Park,236
Mustela vison,Yosemite National Park,161
Myadestes townsendi,Bryce National Park,125
Myadestes townsendi,Great Smoky Mountains National Park,61
Myadestes townsendi,Yellowstone National Park,217
Myadestes townsendi,Yosemite National Park,148
Mycteria americana,Bryce National Park,107
Mycteria americana,Great Smoky Mountains National Park,54
Mycteria americana,Yellowstone National Park,226
Mycteria americana,Yosemite National Park,175
Myiarchus cinerascens,Bryce National Park,135
Myiarchus cinerascens,Great Smoky Mountains National Park,54
Myiarchus cinerascens,Yellowstone National Park,260
Myiarchus cinerascens,Yosemite National Park,137
Myiarchus crinitus,Bryce National Park,71
Myiarchus crinitus,Great Smoky Mountains National Park,91
Myiarchus crinitus,Yellowstone National Park,298
Myiarchus crinitus,Yosemite National Park,149
Myioborus pictus,Bryce National Park,137
Myioborus pictus,Great Smoky Mountains National Park,82
Myioborus pictus,Yellowstone National Park,269
Myioborus pictus,Yosemite National Park,146
Mylopharodon conocephalus,Bryce National Park,113
Mylopharodon conocephalus,Great Smoky Mountains National Park,71
Mylopharodon conocephalus,Yellowstone National Park,239
Mylopharodon conocephalus,Yosemite National Park,176
Myosotis laxa,Bryce National Park,84
Myosotis laxa,Great Smoky Mountains National Park,81
Myosotis laxa,Yellowstone National Park,245
Myosotis laxa,Yosemite National Park,134
Myosotis macrosperma,Bryce National Park,108
Myosotis macrosperma,Great Smoky Mountains National Park,60
Myosotis macrosperma,Yellowstone National Park,245
Myosotis macrosperma,Yosemite National Park,141
Myosotis scorpioides,Bryce National Park,106
Myosotis scorpioides,Great Smoky Mountains National Park,97
Myosotis scorpioides,Yellowstone National Park,236
Myosotis scorpioides,Yosemite National Park,149
Myosotis stricta,Bryce National Park,89
Myosotis stricta,Great Smoky Mountains National Park,53
Myosotis stricta,Yellowstone National Park,244
Myosotis stricta,Yosemite National Park,162
Myosotis verna,Bryce National Park,97
Myosotis verna,Great Smoky Mountains National Park,84
Myosotis verna,Yellowstone National Park,233
Myosotis verna,Yosemite National Park,169
Myosurus apetalus var. borealis,Bryce National Park,127
Myosurus apetalus var. borealis,Great Smoky Mountains National Park,21
Myosurus apetalus var. borealis,Yellowstone National Park,268
Myosurus apetalus var. borealis,Yosemite National Park,178
Myosurus apetalus var. montanus,Bryce National Park,109
Myosurus apetalus var. montanus,Great Smoky Mountains National Park,81
Myosurus apetalus var. montanus,Yellowstone National Park,286
Myosurus apetalus var. montanus,Yosemite National Park,137
Myotis austroriparius,Bryce National Park,152
Myotis austroriparius,Great Smoky Mountains National Park,60
Myotis austroriparius,Yellowstone National Park,240
Myotis austroriparius,Yosemite National Park,116
Myotis californicus,Bryce National Park,118
Myotis californicus,Great Smoky Mountains National Park,80
Myotis californicus,Yellowstone National Park,215
Myotis californicus,Yosemite National Park,140
Myotis ciliolabrum,Bryce National Park,100
Myotis ciliolabrum,Great Smoky Mountains National Park,79
Myotis ciliolabrum,Yellowstone National Park,254
Myotis ciliolabrum,Yosemite National Park,129
Myotis evotis,Bryce National Park,82
Myotis evotis,Great Smoky Mountains National Park,46
Myotis evotis,Yellowstone National Park,245
Myotis evotis,Yosemite National Park,151
Myotis grisescens,Bryce National Park,27
Myotis grisescens,Great Smoky Mountains National Park,26
Myotis grisescens,Yellowstone National Park,68
Myotis grisescens,Yosemite National Park,39
Myotis keenii,Bryce National Park,86
Myotis keenii,Great Smoky Mountains National Park,29
Myotis keenii,Yellowstone National Park,227
Myotis keenii,Yosemite National Park,144
Myotis leibii,Bryce National Park,84
Myotis leibii,Great Smoky Mountains National Park,49
Myotis leibii,Yellowstone National Park,233
Myotis leibii,Yosemite National Park,132
Myotis lucifugus,Bryce National Park,99
Myotis lucifugus,Great Smoky Mountains National Park,58
Myotis lucifugus,Yellowstone National Park,226
Myotis lucifugus,Yosemite National Park,132
Myotis septentrionalis,Bryce National Park,52
Myotis septentrionalis,Great Smoky Mountains National Park,34
Myotis septentrionalis,Yellowstone National Park,143
Myotis septentrionalis,Yosemite National Park,73
Myotis sodalis,Bryce National Park,27
Myotis sodalis,Great Smoky Mountains National Park,14
Myotis sodalis,Yellowstone National Park,68
Myotis sodalis,Yosemite National Park,36
Myotis thysanodes,Bryce National Park,109
Myotis thysanodes,Great Smoky Mountains National Park,75
Myotis thysanodes,Yellowstone National Park,215
Myotis thysanodes,Yosemite National Park,116
Myotis volans,Bryce National Park,91
Myotis volans,Great Smoky Mountains National Park,63
Myotis volans,Yellowstone National Park,238
Myotis volans,Yosemite National Park,145
Myotis yumanensis,Bryce National Park,86
Myotis yumanensis,Great Smoky Mountains National Park,83
Myotis yumanensis,Yellowstone National Park,200
Myotis yumanensis,Yosemite National Park,169
Myrica hartwegii,Bryce National Park,101
Myrica hartwegii,Great Smoky Mountains National Park,121
Myrica hartwegii,Yellowstone National Park,236
Myrica hartwegii,Yosemite National Park,146
Myriophyllum aquaticum,Bryce National Park,136
Myriophyllum aquaticum,Great Smoky Mountains National Park,72
Myriophyllum aquaticum,Yellowstone National Park,281
Myriophyllum aquaticum,Yosemite National Park,99
Myriophyllum quitense,Bryce National Park,68
Myriophyllum quitense,Great Smoky Mountains National Park,98
Myriophyllum quitense,Yellowstone National Park,262
Myriophyllum quitense,Yosemite National Park,162
Myriophyllum sibiricum,Bryce National Park,105
Myriophyllum sibiricum,Great Smoky Mountains National Park,76
Myriophyllum sibiricum,Yellowstone National Park,296
Myriophyllum sibiricum,Yosemite National Park,176
Myriophyllum spicatum,Bryce National Park,100
Myriophyllum spicatum,Great Smoky Mountains National Park,80
Myriophyllum spicatum,Yellowstone National Park,205
Myriophyllum spicatum,Yosemite National Park,117
Myriophyllum verticillatum,Bryce National Park,119
Myriophyllum verticillatum,Great Smoky Mountains National Park,80
Myriophyllum verticillatum,Yellowstone National Park,222
Myriophyllum verticillatum,Yosemite National Park,151
Myurella sibirica,Bryce National Park,98
Myurella sibirica,Great Smoky Mountains National Park,67
Myurella sibirica,Yellowstone National Park,224
Myurella sibirica,Yosemite National Park,133
Najas flexilis,Bryce National Park,109
Najas flexilis,Great Smoky Mountains National Park,83
Najas flexilis,Yellowstone National Park,195
Najas flexilis,Yosemite National Park,127
Najas guadalupensis,Bryce National Park,121
Najas guadalupensis,Great Smoky Mountains National Park,54
Najas guadalupensis,Yellowstone National Park,275
Najas guadalupensis,Yosemite National Park,111
Najas minor,Bryce National Park,135
Najas minor,Great Smoky Mountains National Park,67
Najas minor,Yellowstone National Park,254
Najas minor,Yosemite National Park,146
Nandina domestica,Bryce National Park,108
Nandina domestica,Great Smoky Mountains National Park,59
Nandina domestica,Yellowstone National Park,220
Nandina domestica,Yosemite National Park,179
Napaeozapus insignis,Bryce National Park,130
