scientific_name,park_name,observations,category,common_names,conservation_status,primary_common_name
Holcus lanatus,Yosemite National Park,154,Vascular Plant,"Common Velvet Grass, Velvetgrass",Not Evaluated,Common Velvet Grass
Holocarpha virgata ssp. virgata,Bryce National Park,105,Vascular Plant,Yellowflower Tarweed,Not Evaluated,Yellowflower Tarweed
Holocarpha virgata ssp. virgata,Great Smoky Mountains National Park,76,Vascular Plant,Yellowflower Tarweed,Not Evaluated,Yellowflower Tarweed
Holocarpha virgata ssp. virgata,Yellowstone National Park,266,Vascular Plant,Yellowflower Tarweed,Not Evaluated,Yellowflower Tarweed
Holocarpha virgata ssp. virgata,Yosemite National Park,129,Vascular Plant,Yellowflower Tarweed,Not Evaluated,Yellowflower Tarweed
Holodiscus discolor,Bryce National Park,100,Vascular Plant,"Creambush, Creambush Oceanspray, Hillside Oceanspray, Oceanspray",Not Evaluated,Creambush
Holodiscus discolor,Great Smoky Mountains National Park,77,Vascular Plant,"Creambush, Creambush Oceanspray, Hillside Oceanspray, Oceanspray",Not Evaluated,Creambush
Holodiscus discolor,Yellowstone National Park,233,Vascular Plant,"Creambush, Creambush Oceanspray, Hillside Oceanspray, Oceanspray",Not Evaluated,Creambush
Holodiscus discolor,Yosemite National Park,134,Vascular Plant,"Creambush, Creambush Oceanspray, Hillside Oceanspray, Oceanspray",Not Evaluated,Creambush
Holosteum umbellatum,Bryce National Park,76,Vascular Plant,Jagged Chickweed,Not Evaluated,Jagged Chickweed
Holosteum umbellatum,Great Smoky Mountains National Park,42,Vascular Plant,Jagged Chickweed,Not Evaluated,Jagged Chickweed
Holosteum umbellatum,Yellowstone National Park,231,Vascular Plant,Jagged Chickweed,Not Evaluated,Jagged Chickweed
Holosteum umbellatum,Yosemite National Park,142,Vascular Plant,Jagged Chickweed,Not Evaluated,Jagged Chickweed
Homalia trichomanoides,Bryce National Park,103,Nonvascular Plant,Homalia Moss,Not Evaluated,Homalia Moss
Homalia trichomanoides,Great Smoky Mountains National Park,121,Nonvascular Plant,Homalia Moss,Not Evaluated,Homalia Moss
Homalia trichomanoides,Yellowstone National Park,256,Nonvascular Plant,Homalia Moss,Not Evaluated,Homalia Moss
Homalia trichomanoides,Yosemite National Park,169,Nonvascular Plant,Homalia Moss,Not Evaluated,Homalia Moss
Homalotheciella subcapillata,Bryce National Park,49,Nonvascular Plant,Homalotheciella Moss,Not Evaluated,Homalotheciella Moss
Homalotheciella subcapillata,Great Smoky Mountains National Park,77,Nonvascular Plant,Homalotheciella Moss,Not Evaluated,Homalotheciella Moss
Homalotheciella subcapillata,Yellowstone National Park,240,Nonvascular Plant,Homalotheciella Moss,Not Evaluated,Homalotheciella Moss
Homalotheciella subcapillata,Yosemite National Park,168,Nonvascular Plant,Homalotheciella Moss,Not Evaluated,Homalotheciella Moss
Homo sapiens,Bryce National Park,102,Mammal,"Human, Humans, Man",Not Evaluated,Human
Homo sapiens,Great Smoky Mountains National Park,80,Mammal,"Human, Humans, Man",Not Evaluated,Human
Homo sapiens,Yellowstone National Park,276,Mammal,"Human, Humans, Man",Not Evaluated,Human
Homo sapiens,Yosemite National Park,138,Mammal,"Human, Humans, Man",Not Evaluated,Human
Homomallium adnatum,Bryce National Park,90,Nonvascular Plant,Homomallium Moss,Not Evaluated,Homomallium Moss
Homomallium adnatum,Great Smoky Mountains National Park,63,Nonvascular Plant,Homomallium Moss,Not Evaluated,Homomallium Moss
Homomallium adnatum,Yellowstone National Park,237,Nonvascular Plant,Homomallium Moss,Not Evaluated,Homomallium Moss
Homomallium adnatum,Yosemite National Park,179,Nonvascular Plant,Homomallium Moss,Not Evaluated,Homomallium Moss
Hookeria acutifolia,Bryce National Park,94,Nonvascular Plant,Sharpleaf Hookeria Moss,Not Evaluated,Sharpleaf Hookeria Moss
Hookeria acutifolia,Great Smoky Mountains National Park,76,Nonvascular Plant,Sharpleaf Hookeria Moss,Not Evaluated,Sharpleaf Hookeria Moss
Hookeria acutifolia,Yellowstone National Park,264,Nonvascular Plant,Sharpleaf Hookeria Moss,Not Evaluated,Sharpleaf Hookeria Moss
Hookeria acutifolia,Yosemite National Park,152,Nonvascular Plant,Sharpleaf Hookeria Moss,Not Evaluated,Sharpleaf Hookeria Moss
Hordeum brachyantherum,Bryce National Park,138,Vascular Plant,Meadow Barley,Not Evaluated,Meadow Barley
Hordeum brachyantherum,Great Smoky Mountains National Park,63,Vascular Plant,Meadow Barley,Not Evaluated,Meadow Barley
Hordeum brachyantherum,Yellowstone National Park,240,Vascular Plant,Meadow Barley,Not Evaluated,Meadow Barley
Hordeum brachyantherum,Yosemite National Park,158,Vascular Plant,Meadow Barley,Not Evaluated,Meadow Barley
Hordeum brachyantherum ssp. brachyantherum,Bryce National Park,128,Vascular Plant,Meadow Barley,Not Evaluated,Meadow Barley
Hordeum brachyantherum ssp. brachyantherum,Great Smoky Mountains National Park,103,Vascular Plant,Meadow Barley,Not Evaluated,Meadow Barley
Hordeum brachyantherum ssp. brachyantherum,Yellowstone National Park,253,Vascular Plant,Meadow Barley,Not Evaluated,Meadow Barley
Hordeum brachyantherum ssp. brachyantherum,Yosemite National Park,154,Vascular Plant,Meadow Barley,Not Evaluated,Meadow Barley
Hordeum brachyantherum ssp. californicum,Bryce National Park,95,Vascular Plant,California Barley,Not Evaluated,California Barley
Hordeum brachyantherum ssp. californicum,Great Smoky Mountains National Park,39,Vascular Plant,California Barley,Not Evaluated,California Barley
Hordeum brachyantherum ssp. californicum,Yellowstone National Park,221,Vascular Plant,California Barley,Not Evaluated,California Barley
Hordeum brachyantherum ssp. californicum,Yosemite National Park,138,Vascular Plant,California Barley,Not Evaluated,California Barley
Hordeum jubatum,Bryce National Park,117,Vascular Plant,Foxtail Barley,Not Evaluated,Foxtail Barley
Hordeum jubatum,Great Smoky Mountains National Park,57,Vascular Plant,Foxtail Barley,Not Evaluated,Foxtail Barley
Hordeum jubatum,Yellowstone National Park,234,Vascular Plant,Foxtail Barley,Not Evaluated,Foxtail Barley
Hordeum jubatum,Yosemite National Park,149,Vascular Plant,Foxtail Barley,Not Evaluated,Foxtail Barley
Hordeum murinum ssp. glaucum,Bryce National Park,116,Vascular Plant,Smooth Barley,Not Evaluated,Smooth Barley
Hordeum murinum ssp. glaucum,Great Smoky Mountains National Park,45,Vascular Plant,Smooth Barley,Not Evaluated,Smooth Barley
Hordeum murinum ssp. glaucum,Yellowstone National Park,273,Vascular Plant,Smooth Barley,Not Evaluated,Smooth Barley
Hordeum murinum ssp. glaucum,Yosemite National Park,191,Vascular Plant,Smooth Barley,Not Evaluated,Smooth Barley
Hordeum murinum ssp. leporinum,Bryce National Park,101,Vascular Plant,"Lepor Barley, Leporinum Barley",Not Evaluated,Lepor Barley
Hordeum murinum ssp. leporinum,Great Smoky Mountains National Park,38,Vascular Plant,"Lepor Barley, Leporinum Barley",Not Evaluated,Lepor Barley
Hordeum murinum ssp. leporinum,Yellowstone National Park,249,Vascular Plant,"Lepor Barley, Leporinum Barley",Not Evaluated,Lepor Barley
Hordeum murinum ssp. leporinum,Yosemite National Park,177,Vascular Plant,"Lepor Barley, Leporinum Barley",Not Evaluated,Lepor Barley
Hordeum murinum ssp. murinum,Bryce National Park,78,Vascular Plant,Wall Barley,Not Evaluated,Wall Barley
Hordeum murinum ssp. murinum,Great Smoky Mountains National Park,82,Vascular Plant,Wall Barley,Not Evaluated,Wall Barley
Hordeum murinum ssp. murinum,Yellowstone National Park,232,Vascular Plant,Wall Barley,Not Evaluated,Wall Barley
Hordeum murinum ssp. murinum,Yosemite National Park,115,Vascular Plant,Wall Barley,Not Evaluated,Wall Barley
Hordeum pusillum,Bryce National Park,113,Vascular Plant,Little Barley,Not Evaluated,Little Barley
Hordeum pusillum,Great Smoky Mountains National Park,79,Vascular Plant,Little Barley,Not Evaluated,Little Barley
Hordeum pusillum,Yellowstone National Park,234,Vascular Plant,Little Barley,Not Evaluated,Little Barley
Hordeum pusillum,Yosemite National Park,142,Vascular Plant,Little Barley,Not Evaluated,Little Barley
Hordeum vulgare,Bryce National Park,88,Vascular Plant,Common Barley,Not Evaluated,Common Barley
Hordeum vulgare,Great Smoky Mountains National Park,71,Vascular Plant,Common Barley,Not Evaluated,Common Barley
Hordeum vulgare,Yellowstone National Park,227,Vascular Plant,Common Barley,Not Evaluated,Common Barley
Hordeum vulgare,Yosemite National Park,165,Vascular Plant,Common Barley,Not Evaluated,Common Barley
Horkelia californica ssp. dissita,Bryce National Park,97,Vascular Plant,California Horkelia,Not Evaluated,California Horkelia
Horkelia californica ssp. dissita,Great Smoky Mountains National Park,105,Vascular Plant,California Horkelia,Not Evaluated,California Horkelia
Horkelia californica ssp. dissita,Yellowstone National Park,205,Vascular Plant,California Horkelia,Not Evaluated,California Horkelia
Horkelia californica ssp. dissita,Yosemite National Park,123,Vascular Plant,California Horkelia,Not Evaluated,California Horkelia
Horkelia fusca ssp. parviflora,Bryce National Park,108,Vascular Plant,Smallflower Horkelia,Not Evaluated,Smallflower Horkelia
Horkelia fusca ssp. parviflora,Great Smoky Mountains National Park,39,Vascular Plant,Smallflower Horkelia,Not Evaluated,Smallflower Horkelia
Horkelia fusca ssp. parviflora,Yellowstone National Park,284,Vascular Plant,Smallflower Horkelia,Not Evaluated,Smallflower Horkelia
Horkelia fusca ssp. parviflora,Yosemite National Park,165,Vascular Plant,Smallflower Horkelia,Not Evaluated,Smallflower Horkelia
Horkelia tridentata ssp. tridentata,Bryce National Park,117,Vascular Plant,Threetooth Horkelia,Not Evaluated,Threetooth Horkelia
Horkelia tridentata ssp. tridentata,Great Smoky Mountains National Park,68,Vascular Plant,Threetooth Horkelia,Not Evaluated,Threetooth Horkelia
Horkelia tridentata ssp. tridentata,Yellowstone National Park,238,Vascular Plant,Threetooth Horkelia,Not Evaluated,Threetooth Horkelia
Horkelia tridentata ssp. tridentata,Yosemite National Park,186,Vascular Plant,Threetooth Horkelia,Not Evaluated,Threetooth Horkelia
Hosta lancifolia,Bryce National Park,125,Vascular Plant,Hosta,Not Evaluated,Hosta
Hosta lancifolia,Great Smoky Mountains National Park,91,Vascular Plant,Hosta,Not Evaluated,Hosta
Hosta lancifolia,Yellowstone National Park,260,Vascular Plant,Hosta,Not Evaluated,Hosta
Hosta lancifolia,Yosemite National Park,144,Vascular Plant,Hosta,Not Evaluated,Hosta
Houstonia caerulea,Bryce National Park,66,Vascular Plant,"Bluets, Quaker Ladies, Innocence",Not Evaluated,Bluets
Houstonia caerulea,Great Smoky Mountains National Park,86,Vascular Plant,"Bluets, Quaker Ladies, Innocence",Not Evaluated,Bluets
Houstonia caerulea,Yellowstone National Park,262,Vascular Plant,"Bluets, Quaker Ladies, Innocence",Not Evaluated,Bluets
Houstonia caerulea,Yosemite National Park,168,Vascular Plant,"Bluets, Quaker Ladies, Innocence",Not Evaluated,Bluets
Houstonia longifolia,Bryce National Park,60,Vascular Plant,"Longleaf Bluet, Longleaf Summer Bluet",Not Evaluated,Longleaf Bluet
Houstonia longifolia,Great Smoky Mountains National Park,67,Vascular Plant,"Longleaf Bluet, Longleaf Summer Bluet",Not Evaluated,Longleaf Bluet
Houstonia longifolia,Yellowstone National Park,221,Vascular Plant,"Longleaf Bluet, Longleaf Summer Bluet",Not Evaluated,Longleaf Bluet
Houstonia longifolia,Yosemite National Park,142,Vascular Plant,"Longleaf Bluet, Longleaf Summer Bluet",Not Evaluated,Longleaf Bluet
Houstonia longifolia var. longifolia,Bryce National Park,121,Vascular Plant,Long-Leaved Bluets,Not Evaluated,Long-Leaved Bluets
Houstonia longifolia var. longifolia,Great Smoky Mountains National Park,64,Vascular Plant,Long-Leaved Bluets,Not Evaluated,Long-Leaved Bluets
Houstonia longifolia var. longifolia,Yellowstone National Park,254,Vascular Plant,Long-Leaved Bluets,Not Evaluated,Long-Leaved Bluets
Houstonia longifolia var. longifolia,Yosemite National Park,163,Vascular Plant,Long-Leaved Bluets,Not Evaluated,Long-Leaved Bluets
Houstonia longifolia var. tenuifolia,Bryce National Park,66,Vascular Plant,Narrow-Leaved Bluets,Not Evaluated,Narrow-Leaved Bluets
Houstonia longifolia var. tenuifolia,Great Smoky Mountains National Park,73,Vascular Plant,Narrow-Leaved Bluets,Not Evaluated,Narrow-Leaved Bluets
Houstonia longifolia var. tenuifolia,Yellowstone National Park,254,Vascular Plant,Narrow-Leaved Bluets,Not Evaluated,Narrow-Leaved Bluets
Houstonia longifolia var. tenuifolia,Yosemite National Park,180,Vascular Plant,Narrow-Leaved Bluets,Not Evaluated,Narrow-Leaved Bluets
Houstonia purpurea,Bryce National Park,97,Vascular Plant,"Purple Bluet, Woodland Bluets",Not Evaluated,Purple Bluet
Houstonia purpurea,Great Smoky Mountains National Park,91,Vascular Plant,"Purple Bluet, Woodland Bluets",Not Evaluated,Purple Bluet
Houstonia purpurea,Yellowstone National Park,254,Vascular Plant,"Purple Bluet, Woodland Bluets",Not Evaluated,Purple Bluet
Houstonia purpurea,Yosemite National Park,158,Vascular Plant,"Purple Bluet, Woodland Bluets",Not Evaluated,Purple Bluet
Houstonia purpurea var. calycosa,Bryce National Park,109,Vascular Plant,Venus' Pride,Not Evaluated,Venus' Pride
Houstonia purpurea var. calycosa,Great Smoky Mountains National Park,93,Vascular Plant,Venus' Pride,Not Evaluated,Venus' Pride
Houstonia purpurea var. calycosa,Yellowstone National Park,270,Vascular Plant,Venus' Pride,Not Evaluated,Venus' Pride
Houstonia purpurea var. calycosa,Yosemite National Park,162,Vascular Plant,Venus' Pride,Not Evaluated,Venus' Pride
Houstonia purpurea var. purpurea,Bryce National Park,78,Vascular Plant,Venus' Pride,Not Evaluated,Venus' Pride
Houstonia purpurea var. purpurea,Great Smoky Mountains National Park,61,Vascular Plant,Venus' Pride,Not Evaluated,Venus' Pride
Houstonia purpurea var. purpurea,Yellowstone National Park,258,Vascular Plant,Venus' Pride,Not Evaluated,Venus' Pride
Houstonia purpurea var. purpurea,Yosemite National Park,170,Vascular Plant,Venus' Pride,Not Evaluated,Venus' Pride
Houstonia serpyllifolia,Bryce National Park,108,Vascular Plant,"Michaux Bluet, Thyme-Leaved Bluets",Not Evaluated,Michaux Bluet
Houstonia serpyllifolia,Great Smoky Mountains National Park,45,Vascular Plant,"Michaux Bluet, Thyme-Leaved Bluets",Not Evaluated,Michaux Bluet
Houstonia serpyllifolia,Yellowstone National Park,241,Vascular Plant,"Michaux Bluet, Thyme-Leaved Bluets",Not Evaluated,Michaux Bluet
Houstonia serpyllifolia,Yosemite National Park,150,Vascular Plant,"Michaux Bluet, Thyme-Leaved Bluets",Not Evaluated,Michaux Bluet
Hulsea algida,Bryce National Park,62,Vascular Plant,"Alpine Hulsea, Pacific Hulsea",Not Evaluated,Alpine Hulsea
Hulsea algida,Great Smoky Mountains National Park,78,Vascular Plant,"Alpine Hulsea, Pacific Hulsea",Not Evaluated,Alpine Hulsea
Hulsea algida,Yellowstone National Park,226,Vascular Plant,"Alpine Hulsea, Pacific Hulsea",Not Evaluated,Alpine Hulsea
Hulsea algida,Yosemite National Park,172,Vascular Plant,"Alpine Hulsea, Pacific Hulsea",Not Evaluated,Alpine Hulsea
Hulsea brevifolia,Bryce National Park,91,Vascular Plant,Shortleaf Alpinegold,Not Evaluated,Shortleaf Alpinegold
Hulsea brevifolia,Great Smoky Mountains National Park,70,Vascular Plant,Shortleaf Alpinegold,Not Evaluated,Shortleaf Alpinegold
Hulsea brevifolia,Yellowstone National Park,241,Vascular Plant,Shortleaf Alpinegold,Not Evaluated,Shortleaf Alpinegold
Hulsea brevifolia,Yosemite National Park,126,Vascular Plant,Shortleaf Alpinegold,Not Evaluated,Shortleaf Alpinegold
Hulsea heterochroma,Bryce National Park,142,Vascular Plant,"Redray Alpinegold, Redray Hulsea",Not Evaluated,Redray Alpinegold
Hulsea heterochroma,Great Smoky Mountains National Park,85,Vascular Plant,"Redray Alpinegold, Redray Hulsea",Not Evaluated,Redray Alpinegold
Hulsea heterochroma,Yellowstone National Park,250,Vascular Plant,"Redray Alpinegold, Redray Hulsea",Not Evaluated,Redray Alpinegold
Hulsea heterochroma,Yosemite National Park,145,Vascular Plant,"Redray Alpinegold, Redray Hulsea",Not Evaluated,Redray Alpinegold
Hulsea nana,Bryce National Park,105,Vascular Plant,Dwarf Alpinegold,Not Evaluated,Dwarf Alpinegold
Hulsea nana,Great Smoky Mountains National Park,59,Vascular Plant,Dwarf Alpinegold,Not Evaluated,Dwarf Alpinegold
Hulsea nana,Yellowstone National Park,238,Vascular Plant,Dwarf Alpinegold,Not Evaluated,Dwarf Alpinegold
Hulsea nana,Yosemite National Park,170,Vascular Plant,Dwarf Alpinegold,Not Evaluated,Dwarf Alpinegold
Humulus lupulus,Bryce National Park,105,Vascular Plant,"Common Hop, Common Hops, Hops",Not Evaluated,Common Hop
Humulus lupulus,Great Smoky Mountains National Park,89,Vascular Plant,"Common Hop, Common Hops, Hops",Not Evaluated,Common Hop
Humulus lupulus,Yellowstone National Park,215,Vascular Plant,"Common Hop, Common Hops, Hops",Not Evaluated,Common Hop
Humulus lupulus,Yosemite National Park,115,Vascular Plant,"Common Hop, Common Hops, Hops",Not Evaluated,Common Hop
Huperzia appalachiana,Bryce National Park,102,Vascular Plant,Fir Clubmoss,Not Evaluated,Fir Clubmoss
Huperzia appalachiana,Great Smoky Mountains National Park,69,Vascular Plant,Fir Clubmoss,Not Evaluated,Fir Clubmoss
Huperzia appalachiana,Yellowstone National Park,229,Vascular Plant,Fir Clubmoss,Not Evaluated,Fir Clubmoss
Huperzia appalachiana,Yosemite National Park,115,Vascular Plant,Fir Clubmoss,Not Evaluated,Fir Clubmoss
Huperzia lucidula,Bryce National Park,87,Vascular Plant,"Shining Clubmoss, Shining Club-Moss",Not Evaluated,Shining Clubmoss
Huperzia lucidula,Great Smoky Mountains National Park,68,Vascular Plant,"Shining Clubmoss, Shining Club-Moss",Not Evaluated,Shining Clubmoss
Huperzia lucidula,Yellowstone National Park,267,Vascular Plant,"Shining Clubmoss, Shining Club-Moss",Not Evaluated,Shining Clubmoss
Huperzia lucidula,Yosemite National Park,116,Vascular Plant,"Shining Clubmoss, Shining Club-Moss",Not Evaluated,Shining Clubmoss
Huperzia porophila,Bryce National Park,111,Vascular Plant,Rock Clubmoss,Not Evaluated,Rock Clubmoss
Huperzia porophila,Great Smoky Mountains National Park,75,Vascular Plant,Rock Clubmoss,Not Evaluated,Rock Clubmoss
Huperzia porophila,Yellowstone National Park,238,Vascular Plant,Rock Clubmoss,Not Evaluated,Rock Clubmoss
Huperzia porophila,Yosemite National Park,132,Vascular Plant,Rock Clubmoss,Not Evaluated,Rock Clubmoss
Huperzia selago var. densa,Bryce National Park,93,Vascular Plant,Fir Clubmoss,Not Evaluated,Fir Clubmoss
